1320474094962962,"Xin chào các Anh, Chị, Em trong nhóm, mình đọc được rất nhiều chia sẻ của các bạn ăn chay bị thiếu máu mà chưa biết bổ sung thực phẩm gì. Nay mới có tg chia sẻ cùng các bạn món Táo đỏ, kỳ tử mời các bạn cùng tham khảo nhé!  Thiếu máu là tình trạng của rất nhiều phụ nữ sau sinh và người ăn chay. Thực tế không hẳn do ăn chay thiếu chất dẫn đến thiếu máu mà do một số bênh nền khác. Ví dụ như thể trạng thiếu máu của mình là một điển hình hoàn toàn không phải do ăn chay mà do bệnh rối loạn nội tiết dẫn đến mất máu nhiều trong kỳ kinh, thành ra sau mỗi lần như vậy da xanh xao, sút cân và hay bị hoa mắt chóng mặt....  Có khá nhiều món chay có thể bổ sung sắt, hồng cầu ví dụ Tekka hay món Phổ bí đỗ (bí đỏ nấu với phổ tai và đậu đỏ). Món tekka thì mình ăn thường xuyên trong các bữa cơm do không mất thời gian chế biến (nhà chùa làm sẵn), món nữa mà thầy Thích Đàm Hợp khuyên mình nên ăn là Phổ bí đỗ thì cần thời gian để nấu nên thi thoảng mới nấu được (hôm nào mình sẽ hướng dẫn các bạn nấu món này).  Một món uống khác rất đơn giản, tiện dụng dành cho bữa sáng mà mình được một bạn đồng tu chỉ cho có tác dụng bồi bổ cơ thể và cải thiện tình trạng thiếu máu rất hiệu quả đó là: Táo đỏ nấu kỳ tử  Cách nấu: 3 quả tao đỏ cỡ vừa hoặc 4 quả nhỏ, 10-15 quả kỳ tử, 3 lát gừng nướng. Tất cả cho vào nấu với 200ml nước và 1 chút muối hầm, chờ nước sôi lên thì cho nhỏ lửa và đun thêm 20 phút. Món này uống nóng và ăn cả bã. Cơ thể sẽ hấp thu được tốt nhất là vào buổi sáng khi chưa ăn gì, uống xong khoảng 30 phút trở ra mới ăn sáng. Gừng cũng đặc biệt tốt khi ăn vào buổi sáng, không nên ăn gừng buổi chiều và tối. Chỉ cần dùng món này đều đặn vài ngày là những biểu hiện thiếu máu giảm đi trông thấy mà không cần ăn thịt bò hay các loại thịt đỏ như thông thường mọi người vẫn hay khuyên dùng.  Ngoài ra táo đỏ còn có công dụng khác:  Cải thiện giấc ngủ tăng cường chức năng não.  Táo đỏ có công dụng phòng ngừa bệnh Alzheimer  Táo đỏ có công dụng tốt cho tim mạch: Táo đỏ chứa kali và rất ít natri, làm cho mạch máu thư giãn và duy trì huyết áp ở mức ổn định. Sử dụng 2 đến 3 quả mỗi ngày giữ cho trái tim bạn vô cùng khỏe mạnh. Bên cạnh đó nó còn góp phần quan trọng hạ huyết áp do polyphenol và chất xơ có trong thành phần dưỡng chất táo đỏ làm tan cholesterol. Giảm các dấu hiệu liên quan đến mảng bám và dạng viêm ở các thành mạch. Đại học bang Florida ở Tallahassee năm 2011 chứng minh táo đỏ giảm cholesterol xấu LDL.  Táo đỏ có công dụng tăng cường miễn dịch và ngăn ngừa ung thư  Táo đỏ có tác dụng giúp hỗ trợ giảm cân: Ăn một quả táo đỏ trước khi ăn 15 phút giúp giảm calo, làm sạch đường tiêu hóa từ đó giúp hỗ trợ giảm cân rất hiệu quả. Do hàm lượng chất xơ cao làm chuyển hóa đường và cholesterol trong thực phẩm.  Táo đỏ có tác dụng cải thiện hệ tiêu hóa  Táo đỏ có tác dụng làm cho xương chắc khỏe: Loại quả nhỏ này chứa đầy canxi và phốt pho, giúp củng cố xương, các vấn đề liên quan đến xương, làm cho xương chắc khỏe, cải thiện sức khỏe tổng thể xương. Vì vậy bạn không nên quá lo lắng khi xương bạn không đủ khỏe hoặc có nguy cơ loãng xương khi về già.  Táo đỏ có tác dụng giúp kháng khuẩn, chống viêm  Táo đỏ có tác dụng có lợi cho da và giúp tăng trưởng tóc. Giá bán tại Bồ Đề Nguyện:  Táo đỏ HQ: 145k/ hộp 1kg  Kỳ tử (hàng hữu cơ nội địa của Trung Quốc do người quen xách trực tiếp từ cửa hàng thực dưỡng bên Quảng Châu): 95k/ gói 250gr  Các bạn quan tâm hay cần tư vấn thêm để cải thiện tình trạng thiếu máu, xin mời ghé Cửa hàng Thực dưỡng Bồ Đề Nguyện: 92 ngõ 158 Nguyễn Văn Cừ, LB, HN  Hotline: 0914.363.941"
1322330268110678,Chay không tinh bột và đủ chất đây các chị ơi Ăn chay hay bị thiếu chất nên chị em mình phải bổ sung đa dạng thực phẩm nhiều dinh dưỡng nhé
1323236968020008,"Các Bếp ơi. Hôm trước làm 2 khuôn, dùng 1 khuôn, để ngăn mát 1 khuôn. Hôm nay mang ra chế biến, thịt quay chay dai và ngon hơn cả nhà ạ, mình chỉ biết làm ăn với bánh hỏi thôi, chưa biết làm món khác. Mời cả nhà ngắm nhé. Chúc buổi trưa ngon miệng và an vui "
1323337558009949,Miền trung thân thương  
1323112818032423,"Cơm chay Dì Hiền phát tâm ăn phở chay vào Thứ bẩy hàng tuần. Em kính mời các quý khách qua quán em thưởng thức phở chay Dì Hiền nhé. Ăn một thành ăn hai , ăn rồi lại nhớ mãi hương vị phở chay sao mà ngon đến thế.... Biết ngon thế này ta ăn chay sớm hơn rồi. .. Thôi phải đến ăn mới biết hương vị phở chay ngon đến nhường nào ha ha!  Số nhà 6 Ngõ 25 võ văn Dũng đống đa Hà Nội  Sđt 0975888288"
1323327158010989," bông lan gạo hấp# Mình không sử dụng bột mì mà thay vào đó là hạt gạo nguyên chất là đã có một chiếc bánh bông lan hoàn toàn mới lạ , mềm xốp và hấp dẫn không ngờ với màu vàng đẹp mắt..   Bánh làm từ gạo và trứng, sữa.. thế này ai mà lười ăn cơm thì ăn bánh thay cơm cũng được, vừa ngon lại hợp sở thích, nhất là mấy b nhỏ hay thích ăn bánh   Hãy cùng bắt tay vào làm và thưởng thức ngay nhé   Mình xin được chia sẻ cách làm chi tiết với mọi người nha:    P/s : mọi ngươi nhớ đăng kí ủng hộ và theo dõi kênh của mình nha để mình có thêm động lực làm nhìu video hay và bổ ích nữa ạ , kênh Youtube  "
1323335884676783,"Có ai ăn chay với quả bơ giống em không ạ  Rất ngon đấy ạ  Tiện thể a,c cô bác nào ở hcm cần bơ thì ip em nha , bơ sạch nhà trồng ạ Em có cả hạt ngủ cốc dd luôn nè"
1323282651348773," Quả thật, tình trạng thiếu máu rất phổ biến của người ăn chay và phụ nữ sau sinh. Sau bài viết về món Táo đỏ nấu kì tử, mình đã nhận được rất nhiều sự quan tâm của các bà, các cô, các chị em. Nay mình xin giới thiệu một món ăn nhẹ (có thể thay bữa ăn sáng hoặc trưa, tối) cũng vô cùng bổ máu và một số tác dụng tuyệt vời khác nữa.  MÓN PHỔ - BÍ - ĐỖ (phổ tai, bí đỏ, xích tiểu đậu)  Đậu đỏ có tác dụng bổ thận , giúp thanh lọc máu , lợi tiểu và cải thiện tình trạng sưng phù . Vì thận có liên quan mật thiết đến nội tiết tố, bộ phận sinh dục và hệ miễn dịch nên đậu đỏ cũng có hiệu quả đối với các vấn đề về phụ khoa , viêm bàng quang và bệnh tiểu đường.   Chức năng thải độc của thận cũng sẽ ảnh hưởng đến độ ấm cơ thể, da, tóc, tai, não, xương, răng, và các chức năng sihh lý. Khi thận suy đồng nghĩa với lão hóa, đậu đỏ hỗ trợ tăng chức năng của thận nên đậu đỏ cũng có hiệu quả trong việc cải thiện tình trạng lão hóa. Nguyên nhân suy thận: không chỉ do tuổi tác mà thói quen dùng nhiều cà phê, thực phẩm chứa đường, trái cây, thực phẩm âm ... cũng được xem là nguyên nhân suy thận. Vấn đề về nội tiết tố (hormon) được cho là do ăn quá nhiều đồ ngọt, ngoài việc tiêu thụ quá nhiều thức ăn có nguồn gốc động vật như: sữa, sản phẩm từ sữa, trứng. Đối với người đang mắc bệnh thận hoặc tiểu đường: mỗi ngày nên ăn chén đầy đậu đỏ hầm bí ngô, có hiệu quả ức chế lượng đường trong máu và thải độc. Ngoài ra đậu đỏ (đặc biệt là xích tiểu đậu - đậu đỏ hạt nhỏ) là thực phẩm dương , bí ngô thì quân bình nên sẽ hiệu quả trong việc cải thiện lưu lượng máu , làm ấm cơ thể, hiệu quả cho chứng cảm lạnh. Dùng Đậu Đỏ Hầm Bí Ngô Để Thải Độc (Detox)  Đậu đỏ hầm bí ngô có tính giải độc rất mạnh, nên là món ăn được khuyên dùng thường xuyên . Đặc biệt đối với phụ nữ: dùng món đậu đỏ bí ngô theo chu kỳ kinh nguyệt hàng tháng sẽ mang lại hiệu quả thải độc cao. Việc thải độc vào ngày trăng tròn và ngày trăng mới được cho là rất tốt, vì vậy dùng đậu đỏ bí ngô vào thời điểm này để giúp cơ thể được thanh lọc, đào thải các độc tố tích trữ được khuyến khích .  Để giải độc , bạn có thể sử dụng món này thay cho bữa ăn chính. Còn nếu để chăm sóc cơ thể thì có thể dùng chúng như những món ăn phụ.  CÔNG THỨC NẤU MÓN NÀY THEO THỰC DƯỠNG NHƯ SAU:   Nguyên Liệu  - Xích tiểu đậu : 130g  - Bí ngô : 150g  - Muối hầm (hoặc muối tre) : 1 muỗng cà phê  - Phổ tai cắt vuông 5mm  - Nước : 237ml   Cách Làm  - Rửa đậu đỏ ( ngâm nở 8- 9 tiếng ) , cắt bí ngô thành hình vuông 2cm  - Cho đậu đỏ và tảo bẹ vào nước và đun nóng  - Khi nước sôi để nhỏ lửa 20 phút nêm muối và cho bí ngô vào nấu chín mềm tắt bếp.  Món ăn này có thể được 3 ngày trong tủ lạnh.  Mình có cửa hàng thực dưỡng tuy nhiên mình tham gia nhóm không phải nhằm vào mục đích bán hàng, mình tham gia và trợ duyên nhiều hoạt động khác cho người ăn chay, vậy nên gieo duyên và chia sẻ những kiến thức gì mình có là sứ mệnh của mình. Vì vậy bạn nào quan tâm đến sp hoặc cần tư vấn về chay hay thực dưỡng có thể inbox cho mình hoặc chat zalo ạ! Sđt mình: 0914.363.941. Mình khuyến khích các bạn nên tìm mua sp ở các địa chỉ gần nơi mình sống đỡ tốn phí ship, cốt là sp của nơi có uy tín là được ạ!"
1323116901365348, St được những mâm cơm chay nhìn thật hấp dẫn .
1323320391344999,"Chả nấm,Nấm kho, nấm xào lá lốt... Những món ăn dễ nấu, nhanh nhưng vẫn đảm bảo dinh dưỡng, tốt cho sức khỏe, điều trị và phòng nhiều bệnh. Nấm mối đen trồng nhà kính sạch sẽ, vệ sinh, an toàn thực phẩm.. Nấm khi giao đã gọt sạch 1 túi 250gr. Nhà em phân ra làm 4 loại nấm để mọi người dễ chọn lựa và chế biến. Mời cả nhà order dùng thử   Zalo: Mai 0909 222 056."
