478683453010510,
491475501731305,VNBDC – Góc tin tức ngày 11/03/2020
483321152546740,Batch Processing vs Stream Processing
482841175928071,
482718652606990,VNBDC – Góc tin tức ngày 25/02/2020
481132189432303,VNBDC – Góc tin tức ngày 23/02/2020
480515659493956,Các ứng dụng của Dữ liệu lớn (Big Data Use Cases)
479415349603987,
478921539653368,"Cộng đồng của những người Việt Nam yêu thích và có niềm đam mê với các dự án, công nghệ xử lý, lưu trữ dữ liệu lớn (Big Data). Nơi thảo luận, chia sẻ thông tin, kiến thức, kinh nghiệm, ý tưởng liên quan đến Big Data của các Big Data Engineer, Big Data Architect. Nếu bạn cảm thấy những từ khóa như Hadoop, Spark, Kafka, ... hấp dẫn bạn, đây là nơi bạn có thể thảo luận mọi thứ về chúng."
489146131964242,Một bài viết cũ publish năm 2017 nhưng vẫn rất có giá trị cho các bạn mới vào nghề Big Data và không biết phải start từ đâu 
489674268578095,"Chúc mừng 8/3 chị em trong group, một phần không thể thiếu của thế giới & cộng đồng Big Data. Paste lại link 1 site dành riêng cho chị em  "
486998882178967,Lambda và Kappa - 2 kiến trúc xử lý dữ liệu lớn (Big Data Processing Architectures)
488390015373187,
478985362980319,Khái niệm về Dữ liệu lớn (Big Data)
486700385542150,Hadoop Overview
484223802456475,VNBDC – Góc tin tức ngày 28/02/2020
491263611752494,"Hi cả nhà,Mình vừa lập 1 group chuyên về analytics. Điểm khác biệt so với group hiện tại là chuyên về mảng Big Data Technology.Còn group mới thì chuyên về các ứng dụng analytics trên nền Big data.Chia sẻ các kinh nghiệm xây dựng team hoặc organization data-driven making decision. Chia sẻ các bài viết liên quan đến ứng dụng phân tích dữ liệu lớn trong doanh nghiệp. Chia sẻ các định hướng về nghề Data Scientist, Data analyst.Cả nhà cùng vào chia sẻ nhé."
490889685123220,Giới thiệu Apache NiFi
488427638702758,VNBDC – Góc tin tức ngày 06/03/2020
