fb_id,content
2856619564428023,"Hello chúng bay =)) Chắc chúng bay cũng đang nằm dài mồm ở nhà nghỉ dịch hết rồi chứ 🤣 Tết thì vẫn chưa hết mà trời đã nắng vcl rồi nên là chúng bay làm sữa ngô cho cả nhà uống để chống dịch điiiii. Vừa ngon vừa rẻ lại ko bị mẹ chửi vì tội nằm nhiều không làm gì hehee SỮA NGÔ 🌽🌽🌽 • Nguyên liệu : - 3 cái ngô ngọt  - 500ml nước - 300ml sữa không đường ( thật ra ít sữa sẽ đậm mùi ngô hơn hehe ) - Đường ( tuỳ khẩu vị mỗi người nhé còn t thì ko cho ) - Sữa ông thọ • Cách làm : - B1 : Chúng m lấy dao tách ngô ra nhé ( tại t rảnh vl nên ngồi tách từng hạt cho bớt rảnh thui =)) ) Nhớ giữ phần lõi, râu ngô để luộc vs nước ( xay ngô bằng nước luộc lõi sẽ thơm mùi ngô hơn nc lọc nhé ) Luộc xong chúng m để bớt nóng đi thì vớt ra giữ lại nước. Cho ngô vào máy xay rồi đổ ngập mặt nước nhé 😛 Ngô xay xong lọc bằng khăn, vắt cho kiệt nước nhé ( nhưng đừng vắt quá, sẽ bị cặn đó, làm phiên phiến thui thì sẽ đỡ cặn hơn ) - B2 : dùng phần nước ngô vừa lọc đun sôi một lúc cho dậy mùi thơm rồi cho sữa và đường vào. Chúng bay nhớ khuấy liên tục và để nhỏ lửa để phần sữa k bị vón cục và mất chất dinh dưỡng nhé. Chứ như t phát đầu để to lửa bén nồi tý thì phải đổ đi í 🤣🤣 - B3 : Để nguội và mang đi bán thui =))))))))) Cái này thơm thơm dễ uống, chúng bay cho ít sữa đặc thui, làm nhàn nhạt để tủ lạnh uống man mát chứ ngọt quá ko ngon đâu nè 😛😛😛 #KSĐ #sữangô"
2827866220636691,"#KSĐ #My8tuoi Lại là tao đâyyyy. Chả là đang dịch phải cấm cung ở nhà, 2 là buôn bán ế ẩm rảnh quá nên ngày nào cũng ngồi mày mò làm cái nọ cái kia nên hôm nay mới ra đời CT làm BÁNH TRÁNG NƯỚNG CHẢO các mày ạ. Nghe tao đi ăn bao ngon luônnnn ngon hơn ngoài hàng ấy vì tự làm thích cho bao nhiêu nhân thì cho * Đầu tiên vẫn là chuẩn bị nguyên liệu: (như ảnh) - 1 gói bánh tráng: t mua trong vinmart hoặc ra hàng đồ khô cũng có. 2 mấy k thì phải được nhiều lắm - bơ thực vật 1 ít - sate tôm (nếu ăn cay ko ăn thì bỏ qua cái này, trên video t ko ăn cay nên t ko cho vào) - mayonnaise - tương ớt - trứng gà - hành lá-hành khô - tôm (tép) khô - ngô ngọt - lạp xưởng mua về rán sơ qua - bò khô sợi cắt ra cho đỡ dài (t sợ ăn mấy cái bò khô bẩn ngoài hàng nên dùng bò khô hàng giấy ngoài HN t bán 75k/lạng tốn vcđ 😭😭)  * Tiếp theo là cách nướng bánh tráng bằng chảo 💓 - để bánh tráng vào chảo, đập trứng, quấy đều cùng bơ, nếu ăn cay thì cho ít sate vào cùng + hành lá + ngô sau đó cho lần lượt tôm khô + bò khô + lạp xưởng + hành khô - nướng bánh đến khi nhìn dưới đế bánh vàng hoặc tự cảm nhận độ giòn của vỏ bánh thì rưới sốt mayon + tương ớt vào gập đôi lại hoặc để cắt ra đĩa như t * thành phẩm: - vỏ bánh giòn, nhân bánh ngập tràn cùng với trứng và sốt mayon ăn ngậy mà ko ngán, vị ngọt của lạp xưởng, bò khô, thơm lừng hành khô cùng vị cay của ớt 🤤🤤🤤 < Quan trọng nhất là sạch sẽ và an toàn. Đang mùa dịch này cả nhà hạn chế ra ngoài nhé> ❤️❤️ Chúc cả nhà thành công 💓 Cảm ơn ad đã duyệt bài ❤️❤️"
2873019169454729,"#KSĐ #khoquẹt Tuổi thơ mình gắn liền với bờ đê, cánh diều, với những chiều rủ nhau tắm sông và khi chạy về nhà cũng là lúc bụng kêu ọp ẹp bởi mùi kho quẹt thơm lừng nơi góc bếp của mẹ.  Ngày xưa kho quẹt chỉ có tóp mỡ với nước mắm mà sao mấy chị em cứ tranh nhau hì hụp ăn đổ mồ hôi. Ngon ơi là ngon!  Vậy đấy, có những món ăn dù rất bình dị, giản đơn nhưng chỉ cần nhắc đến nó là cả một trời kí ức ùa về!  🌸🌸 KHO QUẸT TÓP MỠ🌸🌸 🌱Nguyên liệu:  - Mỡ heo - Tôm khô - Thịt ba chỉ - Hành, tỏi, ớt, tiêu.. - Gia vị: Nước mắm, đường, hạt nêm.... - Rau luộc ăn kèm  🍃Cách làm: - Mỡ heo cắt hạt lựu cho vào chảo thêm tí muối và thắng lên cho tóp mỡ vàng thì trút ra để nguội.  - Tôm khô ngâm nước ấm 15-20 phút cho mềm.  - Thịt ba chỉ cắt nhỏ rồi rang lên cho vàng.  - Nước kho quẹt: 2 muỗng canh nước mắm ngon, 1,5 muỗng canh đường , 1/2 mcf hạt nêm, 1/3 mcf bột ngọt, 1mcf tương ớt, 1/2 bát nước lọc.  - Cách kho: cho vào nồi đất 2 muỗng nước mỡ đun nóng thì cho hành, tỏi băm phi lên cho vàng. Sau đó cho tôm khô vào đảo đều, tiếp tục cho thịt ba chỉ, nước kho quẹt và vài quả ớt vào kho lửa nhỏ liu riu cho thấm đều gia vị đến khi nước sốt sánh lại là được. Nêm lại 1 lần nữa cho vừa khẩu vị thì cho tóp mỡ vào đảo nhanh tay rồi tắt bếp.  - Rắc ít tiêu và hành lên trên là xong rồi nè.  🌻Lưu ý:  - Bí quyết để có màu đẹp là mình thắng nước màu bằng đường thốt nốt rồi cho vào kho.  - Nồi đất mua về kho ngay mà nên ngâm trong nước khoảng 30 phút - 1 tiếng giúp nồi bền hơn.  - Để món kho quẹt có độ sánh đúng kiểu như ngày xưa thì mẹ mình cho vào 1 tí nước cơm vào lúc nước gần cạn. Cái này không tiện thì bỏ qua nha vì giờ nấu cơm điện kiếm đâu ra nước cơm. 😁 Vậy thôi đó. Mà ăn sạch cả nồi cơm chứ chằng chơi  đâu!"
2863147673775212,"#không_sợ_đói #banhkhoailangchien Thấy khá rầm rộ món bánh khoai lang chiên, công thức thì siêu dễ, ăn thì nó lại siêu ngon mọi ngừoi ạ. Đây là công thức của mình, mọi ngừoi có thể thay đổi vài nguyên liệu theo khẩu vị nha.  📌 Mình dùng: khoai lang, bơ lạt( k có thì sẽ dùng dầu oliu hoặc dầu ăn, m dùng bơ lạt tăng thêm độ thơm béo), sữa đặc( m thay cho đường thấy ổn hơn), muối, bột mỳ đa dụng ( thay thế bằng bột ngô đc), mè đen.  Mọi ngừoi có thể thêm nước cốt dừa hoặc sữa tươi ko đường. 📌 Cách làm:  Khoai lang bỏ vỏ hấp chín giúp giữ nguyên độ ngọt. Có thể luộc như bthuong nhưng lúc bỏ vỏ nóng lắm. Huhu. Sau đó m lấy dĩa dằm nhuyễn khoai, khoai càng nhuyễn bánh càng mịn và ngon. Trộn bơ lạt hấp tan chảy + sữa đặc + muối + bột mỳ( k cần cho nhiều nếu bạn muốn bánh mềm ẩm bên trong sau khi chiên)  vào phần khoai đã nhuyễn ở trên. Dùng tay nhào đều hỗn hợp. Thành phẩm của m lúc tạo hình sẽ k dính tay, mềm, khá mịn. Tạo hình tuỳ thích sau đó cho mè đen lên trên bánh. Mè đen giúp bánh trông đẹp hơn thôi chứ m cũng k thích mè cho lắm 😬. 📌 Có thể đem chiên luôn hoặc để tủ lạnh, lúc ăn m sẽ chiên.  Không cần chiên quá nhiều dầu đâu mọi người ạ. Và chiên lửa vừa, tránh làm cháy bánh. Cái này chiên nhanh vàng lắm nên mọi ngừoi chú ý nha.  Tuỳ lượng khoai mọi người gia giảm độ ngọt cho phù hợp nhé. Yêu thương ❤️"
2871061112983868,"#KSĐ_Cháo_Trai   Chào các mày  Nghỉ dịch ở nhà + tiết trời mưa mưa lạnh lạnh ngồi làm nồi cháo Trai rồi viết ct cho anh em cùng làm nhé  1️⃣ Nguyên Liệu  - Trai Trai ( tuỳ lượng người và sở thích nhé , chồng t thích nhiều trai nên 1 bát t sẽ làm 2 con to hoặc 3 con nhỏ )  - gạo ( ngày lạnh dùng gạo nếp , trời nóng dùng gạo tẻ )  - Bột gạo ( gạo xay nhỏ dùng làm bột cho trẻ con ấy )  - Rau răm  - Hành lá , hành khô , hạt tiêu , vừng  - Ruốc nấm ( ở bài trước về xôi sắn t đã hướng dẫn làm ruốc nấm rồi nhé )  - Cà muối hoặc dưa muối ( tuỳ sở thích nhé )  - Cải cay ( hình như cái này là đội nào gần cửa khẩu như t mới có )  2️⃣ Cách làm  - Đứa nào biết mổ trai thì mổ luôn lúc nó còn sống thì trai sẽ ngọt và bớt dai hơn  - Như t ko biết mổ thì rửa sạch trai , ngâm với 1 chút mẻ hoặc ớt để nó nhả hết nhớt bẩn ra rồi cho vào nồi cho nước và 1 chút muối đun sôi .  - Vớt trai ra làm sạch bỏ hết phần phân của nó rồi thái sợi , nước trai để nguội  - Cho gạo vào nồi đun cho vài hạt muối vào cho nhanh nhừ và nở cháo  - Cho 1/2 Trai Trai vào nồi đun cùng cháo  - Cho chảo lên bếp , phi hành khô đến khi thấy vàng đều vừa ăn thì vớt ra , để lại 1 phần hành khô vừa phi đổ Trai Trai vào đảo đều tay nêm gia vị vừa ăn , cho 1 chút rau răm thái nhỏ vào đảo đều ( đứa nào ko thích ăn dai thì có thể đảo nhanh , còn thích ăn dai thì xào săn con trai vào rồi hãy cho rau )  - Nước trai  để nguội cho bột gạo vào quấy đều rồi đổ vào nồi cháo quấy đều nêm gia vị ( thêm bột vào cháo để tăng độ thơm , ngậy và nhất là cháo ăn ko bị vữa nhé các mày )  - Nêm gia vị vào cháo thêm 1 chút đường để gia vị nó đậm đà hơn ( Nhớ nêm cháo nhạt nhạt thôi nhé vì ruốc nấm , trai trai , cà muối đều đã có vị rồi )  - Chú ý là nấu cháo nên xào trai với mỡ lợn thì cháo sẽ rất ngậy và ngon nhé  - Cuối cùng là cho rau răm , hành lá dưới đáy bát rồi cho cháo lên  cho trai trai vào , hành khô , ruốc nấm (cà muối , dưa muối , quẩy , cải cay tuỳ theo sở thích từng người ) - Thêm chút hạt tiêu để cân bằng tính hàn của Trai Trai  Và cuối cùng là chúc tất cả các mày ngon miệng"
2810411832382130,"KSĐ - Mì cải xào cua. Hế lô anh em, đã lâu chưa gặp lại, trong lúc các bố đổ xô tích trữ mì tôm thì tôi mạnh dạn làm thử mì tươi rau củ xào với cua này cho lũ Covid nó thèm :D Các con zời hoàn toàn có thể thử làm món này ở nhà đổi vị cho gia đình. Vị ngọt của cua, xào cùng hành tỏi phi thơm lừng; kết hợp cùng cà rốt, mộc nhĩ giòn sần sật chắc hẳn sẽ làm lũ giặc nhà bạn phải ngồi im mà chờ đợi. Mời các ae click từng ảnh lấy công thức và xem cho qua cơn đói khát, lấy sức chung tay mà chống dịch :D P/s: Cua là 1 mem nữ trong KSĐ tặng, nhưng chẳng đc ăn; mì tươi này từ Diễn Châu, ăn phê lòi :v"
2808484292574884,"#ksđ Nấm kim châm chiên giòn. Ngoài giòn trong ngọt thơm của nấm. Đơn giản mà ngon cả nhà ạ. Em mời cả nhà mình ❤️❤️ Cách làm đơn giản lắm ạ. Nấm cắt bỏ gốc rồi rửa sạch. Tách nhỏ nấm ra( nhưng kg rời nhau) nhúng vào bột và chiên với dầu nóng thôi ạ. Nhúng nấm vào bột rồi lấy ra cho vào chảo dầu, mình bỏ vào mình lắc đều nhẹ cho bung ra nhìn đẹp mắt, chiên vàng lấy ra để ra rây hoặc giấy thấm dầu. Bột chiên giòn loại nào cũng được, mình pha nước cho sệt sệt là nhúng vào chiên thôi ạ."
1615699485186710,"Tàu ngầm trong group mình lâu rồi, giờ mới nhoi lên 1 tí ;3  Không lòng vòng nhiều, như quý vị có thể thấy đây là Trứng Muối, đùa chứ em thích trứng muối (tm) vãiiii, bùi bùi béo béo ăn với gì cũng ngon :3 bông lan tm, bánh trung thu nà, bánh pía nà, tôm rang tm nữa...v..v... Hôm nay mẻ trứng e làm hồi tháng 12 chín muồi, nhìn thích ghê gớm nên phải bon chen một tí tẹo ;3  Ở đây e làm 40 quả trứng vịt. Trứng vịt làm xog lòng đỏ mới to nhé, làm trứng gà xog cái lòng đỏ bé như viên bi, ăn chả bõ dính răng :)) Ai thích vẫn có thể làm trứng gà, à mà xét cho cùng em thấy ăn trứng gà ngon hơn =))) Công thức thì các chế cứ làm theo Savoury Day nhé, cực rõ ràng, ko có tỉ lệ thất bại :))) http://www.savourydays.com/trung-muoi/ ---- Bảo Quản  - Sau khi mà mình muối xog rồi, lòng đỏ săn lại và cứng thì chuẩn bị một ít rượu trắng.  - Trứng đập vỏ bỏ lòng trắng, rửa lòng đỏ dưới vòi nước chảy cho trôi hết lớp màng. - Ngâm rượu trắng 10' cho thơm, sạch. - Bật sẵn lò nướng 165*, hai thanh nhiệt, trải giấy bạc hoặc giấy nến vào khay. Nhà ai k có lò nướng thì hấp cách thuỷ cũng được ạ - Xếp trứng vào khay, quét một lớp dầu ăn cho bóng, đẹp, ko bị khô. Nếu hấp cách thuỷ thì bỏ qua bước này ạ. - Nướng/ hấp trong 10' - Để nguội xếp vào hộp bỏ tủ mát sẽ để được tầm 2,3 tháng. Tủ đá thì tầm...1 năm =))) Nhân tiện có ai có công thức món tm nào ngon ngon ko? Tết rồiiiii, làm vài món lạ lạ tí 😗😗❤️ #KSD #Homemade #QuyenKung"
2806393269450653,"𝗡𝗨̛𝗢̛́𝗖 𝗖𝗛𝗔𝗡𝗛 𝗦𝗔̉ 𝗚𝗨̛̀𝗡𝗚 𝗠𝗔̣̂𝗧 𝗢𝗡𝗚  Làm nồi nước cho cả nhà uống, cho cả hàng xóm uống cùng luôn 😆 Vừa tăng sức đề kháng mùa Corona lại còn thơm ngon bổ rẻ dễ làm.  Như nồi mình đun là 2,5l nước cho gừng thái lát vào đun sôi khoảng 1-2 phút, tiếp theo thì cho sả cắt khúc đập dập đun lăn tăn khoảng 5' sau đó tắt bếp ngâm khoảng 30'  Khi nào nước còn âm ấm thì vắt nước cốt chanh vào như vậy sẽ ko bị đắng. Các bạn thích ngọt có thể thêm nhiều mật ong, cốc này của mình cho thêm 4 thìa mật ong. Uống rất dễ chịu nha các bạn. #chanhxa #tangdekhang #KSD"
2610833292339986,"#ksđ Cóc non ngâm chua ngọt. Mình mời nhóm ạ Nguyên liệu: - Cóc non 1 kg - Đường vàng 100g - Đường trắng hoặc đường phèn 300- 400g - Nước lọc 800ml - Muối, ớt tươi - Lọ đựng. Cách làm: - Cóc non chọn quả tươi ngon, trái nhỏ vừa. - Cóc bào bỏ vỏ, ngâm vào thau nước muối. Làm lần lượt cho đến hết. Sau đó rửa lại cho sạch, ngâm vào thau nước muối mặn 4-5 tiếng cho ra chất chua. - Nấu 800ml nước với 100g đường vàng và 300-400g đường trắng, thêm xíu muối. Nấu sôi để thật nguội. - Cóc non sau khi ngâm vài tiếng, rửa lại vài lần với nước, để ráo. - Cho cóc non vào lọ sạch, thêm vài trái ớt. Cho nước ngâm vào ngập mặt. Đậy kín nắp, để ngoài 2-3 tiếng sau đó cho vào ngăn mát tủ lạnh . 1-2 ngày sau là ăn được."
