fb_id,content
2439450876352573,"Đây là địa điểm du lịch ít bạn biết tới. Mình xin chia sẻ một số thôn tin về lịch trình có thể trải nghiệm tại đây cho mọi người.:Nên đi vào mùa hè và mùa thu là đẹp nhất. Bởi vì ở đây có biển rất đẹp, và vào mùa đông thường có gió khá lạnh nên không thuận tiện cho chuyến du lịchỞ đây có rất nhiều khách sạn có thể lưu trú. Giá từ bình dân đến cao cấp: từ 200k – 500k/đêmVới các bạn ở xa có thể đi máy bay. Vân Đồn có sân bay quốc tế lớn, có thể checkin chụp ảnh ở đây xịn xò luôn.Với các bạn ở gàn thì có thẻ đi bằng xe ô tô. Có xe đi thẳng đến Vân Đồn, nếu không có thể đến Hạ Long rồi đi xe bus về Vân Đồn.Xe bus: 25k. Vé ô tô HN – VĐ tầm 150kGiao thông nói chung là thuận tiện, taxi, xe ôm thì rất nhiều. Cảng Cái Rồng – Khu đô thị Phương Đông (Không mất vé)Nhận phòng tại khách sạn. Nên đặt phòng tại trung tâm (Cảng Cái Rồng).Sauk hi nhận phòng xong sẽ qua Cảng Cái Rồng. Chụp ảnh, đón gió biển, ăn hải sản. Mua tại cảng sẽ khá rẻ, nhiều loại phong phú.Tối qua khu đô thị Phương Đông mới xây, có nhiều hoạt động thú vị Nhà vườn thôn 7 Hạ Long –Thiền viện Trúc Lâm Giác Tâm – Đền Trần Khánh Dự -  Bãi biển Việt MỹBuổi sáng: Đi khoảng 5km thẳng đường quốc lộ thôn 7 Hạ Long có lối đi lên nhà vườn. Ở đây cảnh rất  đẹp, có thể dùng bữa ngay tại đây. Nhưng phải báo trước để nhà hàng chuẩn bịGần trưa: Nếu k ăn tại nhà vườn có thể qua chùa ăn chay. Đi thẳng đường quốc lộ vào khoảng 8km đến Thiền viện Trúc Lâm Giác Tâm (Chùa Cái Bầu). Chùa rất rộng, phía bên dưới là biển, trên là núi. Đừng trên đỉnh nhìn xuống cảm giác bình yên vô cùngSau đó về Đền Trần Khánh DưKhoảng 4-5h về bãi biển Việt – Mỹ tắm. Đây là bãi biển nhân tạo được xây dựng với các điểm checkin hấp dẫn.Vé vào bãi biển: 30k/ ngườiRa đảoCó thể chọn cá đảo như Cô Tô, Quan Lạn, Minh Châu,… Đều đi tàu từ cảng Cái Rồng. Mình thì mình chọn đi đảo Cô Tô.Có 2 loại tàu: Cao tốc 200k. tàu gỗ 110kTại Cô Tô: CÓ rất nhiều homestay và ks giá từ 250k - 1tr, tất cả đều gần biển nên k lo. Nên thuê xe máy giá 100k/ ngày để đển các điểm:+ Trạm hải đăng Cô Tô+ Bãi đá cầu Mỵ+ Bãi biển Hồng Vân+ Đường tình yêu+ Bãi Vàn Chải+ Nhà lưu niệm bác HồCác điểm này đều không mất vé vào. tại bãi biển tráng nước ngọt 30k Xác balo đi tàu về Vần Đồn rồi về nhà thôi nè Mình phải nó là hải sản Vân Đồn – Cô Tô có thể làm hài lòng fan hải sản khó tính nhất. Giá lại rất rẻ. Chỉ từ 50k – 200k/ ngườiMột số loại nên thử: Sái Sùng khô, Tôm hấp, bề bề chiên, mực xào, mực khô nướng, ốc nhảy, móng tay, bún hải sản,…Các điểm tham quan ở đây gần như frree. Nên chỉ mất tiền ăn uống là nhiều. Mà ăn uống khá rẻ, xe cộ cũng rẻ, mình ở nhà nghỉ bình dân nên cũng chỉ mất 1700k/1 người mà vẫn ăn chơi xả ga, hải sản ngập miệng luôn."
2438633816434279,"mình xin được chia sẻ chuyến trekking tà năng - phan dũng( được mệnh danh cung đường trekking đẹp nhất VN ), của mình và những người bạn mới vừa qua  #TCr #tnpd2019"
2438661989764795," tham gia trải nghiệm ( Hà Nội - Hà Giang ) Lịch trình cụ thể :.8h15: Thành viên tập trung tại Cổng Công Viên Hòa Bình (trên mặt đường Phạm Văn Đồng) Guide phổ biến chuyến về chuyến đi.8h45: Xuất phát theo hướng Cầu thăng long - Hà Nội - Tuyên Quang - Hà Giang. ( dừng chân nghỉ ngơi ở Sơn Dương )11h45 : Có mặt Tại Đại học Tân Trào ( Tuyên Quang ) Ăn cơm Trưa.13h: Xuất phát lên Tp Hà Giang.17h: Đến tp.Hà Giang checnk in Km 0, nhận phòng nghỉ ngơi và ăn uống..5h30: Toàn đoàn thức dậy VSCN ăn sáng6h30: Xuất phát đi cổng trời Quản bạ, núi đôi Quản Bạ , rừng thông Yên Minh, ăn trưa tại tt, Yên Minh. (Check in dốc Bắc Sum)12h30 : Xuất phát đi Dốc thẩm mã, Nhà của Pao, Dinh Vua Mèo, cột cờ Lũng Cú, Cực Bắc. (Có thể thay đổi vài địa điểm để phù hợp tham gia lễ hội)dự kiến 19h : Có mặt tại Phố Cổ Đồng Văn nhận phòng , ăn tối ( đi dạo quanh phố cổ Đồng Văn , uống cafe , mua quà lưu niệm , ...v...v.. )6h : Toàn đoàn thức dậy VSCN , ăn sáng.7h00 : Xuất phát đi Mèo Vạc , check in đèo Mã Pí Lèng - trải nghiệm đi thuyền Sông Nho Quế - Check in Km0 Mèo Vạc.11h : Ăn trưa và nghỉ ngơi tại Mèo Vạc.13h00 : Xuất phát về t.p Hà Giang.18h30 : Đến t.p Hà Giang nhận phòng nghỉ ngơi , ăn tối.Dạo quanh thành phố Hà Giang, cafe Núi Cấm ngắm thành phố, ăn cháo ấu tẩu.. 7h : Toàn đoàn thức dậy VSCN , ăn sáng(Có thể thay đổi để phù hợp với tình hình thực tế)8h : Xuất phát đi check cột mốc km0 và về Hà Nội ( ăn trưa tại Tuyên Quang )18h : Về đến Hà Nội kết thúc chuyến đi.Ảnh: Vũ Minh Quân *Bài viết quảng cáo."
2434748603489467,"GÓC REVIEW HÀ KHẨU - BÌNH BIÊN ĐIỂM ĐẾN MỚI KHI TỚI SA PA - LÀO CAI ( 2 ngày 1 đêm)  ⛩⛩⛩ Bình Biên thuộc Châu tự trị dân tộc Cáp Nê, phía nam của tỉnh Vân Nam, Trung Quốc, cách cửa khẩu  Lào Cai 70-80km , Bình Biên có 2 điểm tham quan chính.  ⏱ 7 giờ sáng mình có mặt ở cửa khẩu để làm thủ tục  - 11h đến Bình Biên nhận phòng và xuống ăn trưa - Buổi chiều đi tham quan:  1️⃣ MIÊU TRẠI TÍCH THUỶ  Đây là khu phố được nhà nước xây dựng để khuyến khích người dân ( dân tộc Miêu) xuống núi để phát triển kinh tế ,nhưng người dân không quen nên khu phố này hầu như đc bỏ không, khu phố này được xây dựng theo kiến trúc cổ đại, nếu mê mẩn Phượng Hoàng cổ trấn mà chưa có tiền thì đi ngắm chơi cũng đỡ cơn thèm lắm nhé 😂 - Tối về cả đoàn đi ăn đồ nướng và uống bia( bia vàng siêu ngon) đêm về đi đốt pháo 🧨🧨🧨🎆🎆🎇 - sáng ngày thứ 2 mình đi tham quan 2️⃣ ĐẠI VI SƠN Từ khu mua vé mình phải đi xe điện 10km mới đên khu rừng, Đại Vi Sơn là khu rừng nguyên sinh có những cây cổ thụ hàng trăm tuổi được bảo tồn rất nghiêm. trong khu rừng có 12 cái cầu treo lơ lửng giữa vực thẳm ( không giành cho bạn nào sợ độ cao và yếu tim 😂), khu rừng có rất nhiều cảnh đẹp nhưng rộng quá nên mình chưa đi hết được - tầm trưa mình lên xe di chuyển về Hà Khẩu  ⛩⛩⛩ Huyện Hà Khẩu giáp với biên giới Lào Cai. Chỉ cần một buổi chiều tối khi bạn đi Bình Biên về là bạn hoàn toàn có đủ thời gian để thỏa sức chiêm ngưỡng và khám phá. Có thể nói đây là địa điểm lý tưởng để mua sắm, sống ảo, ăn uống.  - Và điểm đến cụ thể là công viên #Ánh_Sáng có khuôn viên rộng và nhiều khu chụp ảnh. Được xây dựng bên cạnh một hồ nước trong vắt, công viên thiết kế cây cầu dài bao quanh cùng hệ thống đèn trang trí khiến không gian buổi tối mang một vẻ đẹp rực rỡ, huyền ảo. - Hà Khẩu có rất nhiều đồ ăn vặt như : Trà sữa 🥤( Smile 123 hay trà sữa nướng đang hót) , 🌶 Đồ nhúng cay, 🐙 Mực nướng ,🥘 Khoai tây trộn , 🍩 Các loại bánh: bánh cuốn, bánh bao, sủi cảo, 🍭 Các loại bánh kẹo, đồ ăn liền và rất nhiều món ăn vặt khác  - Và có rất nhiều con phố đẹp để checkin khi đến với #hakhau #hekou #congvienanhsang #binhbien"
2438736039757390,pha luông ngày đẹp trời
2439489283015399,Mây của trời hãy để gió cuốn điii 😓 Một chút nhớ tà xùa 🙁 #taxua #phuotluon
2438995106398150,Tam Đảo sáng mưa chiều nắng đẹp. Thật thú vị khi một ngày có 2 kiểu thời tiết.
2438603253104002,Pha Luông-một trải nghiệm cực kì thú vị mn nên thử trong những ngày tháng rong ruổi trên các cung đường 🏍🏍🏍 ....video gg ảnh tự tạo cho thoi ạ..... 😊😊 mong mn ko gạch đá ❤️
2322471321383863,"⛰Rivew Tà Xùa ⛰ 500k 2 ngày 1 đêm 🏕 💁‍♀️cách Hà Nội 5-6 tiếng đi xe máy bạn sẽ đến với thiên đường mây Tà Xùa  🏍Phương tiện di chuyển: xe máy(mình xuất phát từ Bắc Giang)  🏕ở đâu: mình ở homes A Phềnh. Trước khi lên Tà Xùa mình đã chuẩn bị tâm lý ăn bờ ở bụi mang nhiều đồ ăn vặt theo nhưng mình đã sai lầm hoàn toàn 🤣 lên gần đến sống lưng khủng long có 1 số home ngay đó. Bọn mình chọn home A Phềnh và thật tình cờ đây cũng là nhà của anh trưởng thôn luôn. Bọn mình đc tiếp đãi nhiệt tình chỗ ở thoải mái ấm áp, đặt chị chủ nấu ăn cho luôn. Bữa nào cũng gà cả con thịt nướng cả tảng cá bắt tươi ngay suối gọi là ăn quên đường về 🤣 ♥️chơi: mình đi từ sáng. Ngày đầu tiên vừa đi vừa chơi. Dọc đường qua rất nhiều địa điểm đẹp nhưng đẹp nhất là đồi chè ở Thanh Sơn(Phú Thọ), còn đi qua vườn quốc gâ Xuân  Sơn. Có thời gian các bạn có thể rẽ qua nhé 💁‍♀️ Dọc đường lên Tà Xùa có đoạn đường rất khó đi nhưng bù lại cảnh đẹp mê mẩn 🤤 Đến chiều tối bọn mình đến gần sốnh lưng săn hoàng hôn.  Sau đó về tìm home ăn uống nghỉ ngơi 💆‍♀️ Sáng hôm sau chúng mình dậy sớm ra sống lưng nhưng chưa có mây nên ra đập thuỷ điện trước rồi đi săn bình minh 🤤 1 lúc sau mây ùn ùn kéo đến chúng mình quay lại sống lưng. Cảm giác mình dần bị mây quây lấy rồi trời lại lạnh mười mấy độ thôi nên càng thích thú. Xuống sống lưng tuy k săn dc nhiều mây như các bậc tiền bối nhưng mình vẫn sững sờ vì sự hùng  vĩ ở đây. Cây cỏ xanh mướt đồi núi chập trùng 🤤  Quả thật đi k uổng phí. K đi k biết Việt Nam đẹp thế nào.  Nếu đi dc dài ngày các bạn có thể rẽ qua suối nước nóng Trạm Tấu nhé 💁‍♀️  Trên đây là chuyến đi của mình có gì thắc mắc các bạn có thể ib trực tiếp cho mình nhaaaa.  À quên, nếu muốn săn mây tỉ lệ thành công cao thì có thể liên lạc với a A Phềnh nha. Anh là dân ở đây dự báo tỉ lệ rất chuẩn hơn nữa săn mây thành công nhất rơi vào tháng 12 và tháng 1 nha( theo lời của anh chủ home). Mình cũng để lại bảng tên và sdt bên dứoi các bạn có thể tham khảo ạ 😘 Chúc các bạn săn mây thành công nhaaaaa ♥️"
2438761833088144,Dambri Waterfall in my eyes...Jan 2020..❤️💫✨ P.s: tưởng ko đẹp..ai ngờ đẹp ko tưởng..😂😆👍🏻 #phuotluon #Dambriwaterfall
